team reward type,INTEGER
team budget,FLOAT
team member reward,FLOAT
team space id,INTEGER
team manager id,INTEGER
team disabled,BINARY
team deleted,BINARY
member identity id,INTEGER
reward id,INTEGER
reward period id,INTEGER
tokens to send,FLOAT
tokens sent,FLOAT
period type,INTEGER
reward plugin id,INTEGER
pool used,BINARY
network id,INTEGER
admin op,BINARY
from address,STR
by address,STR
contract method,STR
contract amount,FLOAT
issuer id,INTEGER
gas used,INTEGER
gas price,FLOAT
token fee,FLOAT
no contract funds,BINARY
raw transaction,STR
sending attempt count,INTEGER
ether fee,FLOAT
dateexecuted,TIME
orderexecuted,INTEGER
exectype,STR
liquibase,STR
contexts,STR
lockgranted,TIME
lockedby,STR
receiver,STR
operation id,INTEGER
operation type,STR
operation timestamp,TIME
blob id,INTEGER
updated date,TIME
namespace id,INTEGER
updater,STR
deleted date,TIME
action date,TIME
user social id,STR
global score,INTEGER
action title,STR
action score,INTEGER
last modified by,STR
domain id,INTEGER
badge id,INTEGER
needed score,INTEGER
icon file id,INTEGER
validity date start,TIME
validity date end,TIME
occurrence,INTEGER
zone,STR
gamification user id,INTEGER
idm queue id,INTEGER
nb retries,INTEGER
email notif id,INTEGER
sending order,INTEGER
email notif digest id,INTEGER
digest type,STR
email notif params id,INTEGER
param name,STR
param value,STR
web notif id,INTEGER
web notif params id,INTEGER
web notifs users id,INTEGER
show popover,BINARY
reset number badge,BINARY
webui id,STR
factory id,STR
container body,STR
description id,INTEGER
ref id,STR
navigation id,INTEGER
node index,INTEGER
show max window,BINARY
page body,STR
ref type,STR
site body,STR
expiration time,INTEGER
show info bar,BINARY
show app state,BINARY
show app mode,BINARY
app type,INTEGER
is comment,BINARY
liker id,STR
template param value,STR
template param key,STR
space id,INTEGER
removable,BINARY
connection id,INTEGER
avatar file id,INTEGER
banner file id,INTEGER
skills,STR
experience id,INTEGER
mention id,INTEGER
mentioner id,STR
pretty name,STR
avatar last updated,TIME
banner last updated,TIME
space member id,INTEGER
last access,TIME
visited,BINARY
stream item id,INTEGER
stream type,INTEGER
context id,INTEGER
bin value id,INTEGER
identity object id,INTEGER
text attr value id,INTEGER
attr value,STR
credential type,INTEGER
prop id,INTEGER
prop value,STR
prop name,STR
from identity,INTEGER
to identity,INTEGER
rel type,INTEGER
recommended range,STR
od schuze,STR
do schuze,STR
aktualizace,STR
date year,INTEGER
date month,INTEGER
date day,INTEGER
tip text,STR
date horizon,TIME
target churn,INTEGER
database log id,INTEGER
database user,STR
schema,STR
tsql,STR
xml event,STR
breed code,STR
breed name,STR
charge id,INTEGER
charge type,STR
charge amount,FLOAT
size code,STR
size description,STR
treatment type code,STR
treatment type description,STR
cell number,STR
dog id,INTEGER
abandoned yn,STR
date arrived,TIME
date adopted,TIME
date departed,TIME
professional id,INTEGER
treatment id,INTEGER
date of treatment,TIME
cost of treatment,FLOAT
make flag,INTEGER
scene,INTEGER
work id,INTEGER
birthyear,STR
birthmonth,INTEGER
draftyear,INTEGER
draftround,INTEGER
overallby,STR
css rank,INTEGER
sum 7yr gp,INTEGER
sum 7yr toi,INTEGER
gp greater than,STR
d id,INTEGER
d w id,INTEGER
d name,STR
d street,STR
d city,STR
d state,STR
d zip,STR
d tax,FLOAT
d ytd,FLOAT
d next o id,INTEGER
sponsor name,STR
residence,STR
club name,STR
coach name,STR
big silver,INTEGER
small silver,INTEGER
journal,STR
issue,STR
first page,STR
last page,STR
pubmed id,INTEGER
dept name,STR
sequence order,INTEGER
category a,STR
category b,STR
category c,STR
category d,STR
addon id,INTEGER
source ip,STR
last accessed,TIME
system permissions,STR
module permissions,STR
template permissions,STR
modified when,INTEGER
admin edit,INTEGER
admin view,INTEGER
show wysiwyg,INTEGER
target page id,INTEGER
anchor,STR
extern,STR
emailfrom,STR
confirm user,INTEGER
confirm subject,STR
successpage,INTEGER
use ajax,INTEGER
use recaptcha,INTEGER
recaptcha key,STR
recaptcha secret,STR
remote name,STR
disable tls,INTEGER
no store,INTEGER
submitted when,INTEGER
picname,STR
picdesc,STR
content short,STR
content long,STR
content block,STR
published when,INTEGER
published until,INTEGER
posted when,INTEGER
posted by,INTEGER
post loop,STR
view order,INTEGER
posts per page,INTEGER
post header,STR
image loop,STR
post footer,STR
resize preview,STR
crop preview,STR
gallery,STR
imgthumbsize,STR
imgmaxwidth,STR
imgmaxheight,STR
imgmaxsize,STR
userfunc,INTEGER
allowedit,INTEGER
allowedittarget,INTEGER
csspath,STR
funcname,STR
configurl,STR
helppath,STR
modules,STR
pages parent,STR
additional values,STR
additional fields,STR
additional fields languages,STR
settings json,STR
sitemaploop,STR
level header,STR
level footer,STR
startatroot,INTEGER
show settings,INTEGER
menus,STR
bots,INTEGER
root parent,INTEGER
page trail,STR
visibility backup,STR
searching,INTEGER
admin groups,STR
viewing groups,STR
viewing users,STR
search id,INTEGER
publ start,STR
publ end,STR
namesection,STR
groups id,STR
signup checksum,STR
gdpr check,INTEGER
remember key,STR
last reset,INTEGER
home folder,STR
login when,INTEGER
signup timestamp,INTEGER
signup timeout,INTEGER
signup confirmcode,STR
income group,STR
special notes,STR
th t id,FLOAT
hd demo sk,INTEGER
hd income band sk,INTEGER
hd buy potential,STR
hd dep count,INTEGER
hd vehicle count,INTEGER
o id,INTEGER
o d id,INTEGER
o w id,INTEGER
o c id,INTEGER
o entry d,TIME
o carrier id,INTEGER
o ol cnt,INTEGER
o all local,INTEGER
gdg,INTEGER
agriculture,FLOAT
inflation,FLOAT
field goals made,INTEGER
field goal attempts,INTEGER
points made,INTEGER
point attempts,INTEGER
free throws made,INTEGER
free throw attempts,INTEGER
offensive rebounds,INTEGER
defensive rebounds,INTEGER
total rebounds,INTEGER
blocked shots,INTEGER
blocks against,INTEGER
starter,INTEGER
campus,STR
campus fee,INTEGER
degrees,INTEGER
discipline,INTEGER
undergraduate,INTEGER
graduate,INTEGER
totalenrollment ay,INTEGER
fte ay,INTEGER
faculty,FLOAT
extension length,FLOAT
overall length,FLOAT
drop length,FLOAT
mj class code,STR
mj plug class code,STR
groove,STR
unique feature,STR
opening time hours,TIME
closing time hours,TIME
status desc,STR
mutagenic,STR
gallery id,STR
view permission,STR
primary image,STR
geo located,STR
geo location,STR
allowed groups,STR
allowed users,STR
relation types,STR
relation count,STR
title initial,STR
title firstword,STR
user country,STR
user gender,STR
user homepage,STR
user realname,STR
user allowmsgs,STR
user language,STR
user page,STR
addongroup,STR
addonleadergroup,STR
addonpendinggroup,STR
user to,STR
user cc,STR
user bcc,STR
replyto hash,STR
is replied,STR
is flagged,STR
expireref,STR
account book id,INTEGER
account notes,STR
account budget,FLOAT
account tax,INTEGER
account user id,INTEGER
bank book id,INTEGER
bank account id,INTEGER
external number,INTEGER
bank country,STR
bank iban,STR
bank bic,STR
bank delimeter,STR
book name,STR
item book id,INTEGER
item journal id,INTEGER
item account id,INTEGER
item amount,FLOAT
item text,STR
item ts,TIME
journal book id,INTEGER
journal date,TIME
journal description,STR
journal cancelled,INTEGER
journal ts,TIME
stack book id,INTEGER
stack id,INTEGER
stack date,TIME
stack description,STR
stack ts,TIME
stack item stack id,INTEGER
stack item account id,INTEGER
stack item type,INTEGER
stack item amount,FLOAT
stack item text,STR
statement book id,INTEGER
statement account id,INTEGER
statement id,INTEGER
statement booking date,TIME
statement value date,TIME
statement booking text,STR
statement reason,STR
statement counterpart,STR
statement counterpart account,STR
statement counterpart bank code,STR
statement amount,FLOAT
statement journal id,INTEGER
statement stack id,INTEGER
tax book id,INTEGER
tax text,STR
tax amount,FLOAT
last modif,INTEGER
categ id,INTEGER
perspectives,STR
exclusive,STR
share common,STR
use ratings,STR
show pre publ,STR
show post expire,STR
heading only,STR
show image,STR
show avatar,STR
show author,STR
show pubdate,STR
show expdate,STR
show reads,STR
show size,STR
show topline,STR
show subtitle,STR
show linkto,STR
show image caption,STR
creator edit,STR
comment can rate article,STR
topline,STR
image caption,STR
image type,STR
image size,INTEGER
image x,INTEGER
image y,INTEGER
list image x,INTEGER
list image y,INTEGER
publish date,INTEGER
nbreads,INTEGER
maxhits,INTEGER
create user,STR
user prefix,STR
which,STR
ht ml data,STR
fixed urldata,STR
text data,STR
use dates,STR
hour from,STR
hour to,STR
max impressions,INTEGER
max user impressions,INTEGER
max clicks,INTEGER
only in u r is,STR
except in u r is,STR
data size,INTEGER
trackbacks to,STR
trackbacks from,STR
wysiwyg,STR
max posts,INTEGER
calcat id,INTEGER
calitem id,INTEGER
nl id,INTEGER
calloc id,INTEGER
allday,INTEGER
time held,INTEGER
cat object id,INTEGER
max users,INTEGER
moderator,STR
refresh,INTEGER
thread id,INTEGER
content label,STR
contribution id,INTEGER
cookie id,INTEGER
copyright id,INTEGER
authors,STR
holder,STR
copyright order,INTEGER
credit id,INTEGER
credit type,STR
used amount,FLOAT
unit text,STR
is static level,STR
scaling divisor,FLOAT
usage id,INTEGER
usage date,TIME
children type,STR
sites,INTEGER
viewable children,INTEGER
allow sites,STR
show count,STR
editor group,STR
is valid,STR
cache timestamp,INTEGER
dsn id,INTEGER
dsn,STR
extwiki id,INTEGER
extwiki,STR
indexname,STR
question id,INTEGER
can suggest,STR
feature type,STR
ordinal,INTEGER
depends on,INTEGER
tip,STR
feature count,INTEGER
feature path,STR
cmd,STR
last download,INTEGER
q id,INTEGER
last post,INTEGER
control flood,STR
flood interval,INTEGER
use mail,STR
use prune unreplied,STR
prune unreplied age,INTEGER
use prune old,STR
prune max age,INTEGER
topics per page,INTEGER
topic ordering,STR
thread ordering,STR
att store,STR
att store dir,STR
att max size,INTEGER
att list nb,STR
ui level,STR
forum use password,STR
moderator group,STR
approval type,STR
outbound address,STR
outbound mails for inbound mails,STR
outbound mails reply link,STR
outbound from,STR
inbound pop server,STR
inbound pop port,INTEGER
inbound pop user,STR
inbound pop password,STR
topic smileys,STR
ui avatar,STR
ui rating choice topic,STR
ui flag,STR
ui posts,STR
ui email,STR
ui online,STR
topic summary,STR
show description,STR
topics list replies,STR
topics list reads,STR
topics list pts,STR
topics list lastpost,STR
topics list lastpost title,STR
topics list lastpost avatar,STR
topics list author,STR
topics list author avatar,STR
vote threads,STR
forum last n,INTEGER
thread style,STR
comments per page,STR
is flat,STR
mandatory contribution,STR
forum language,STR
topic smiley,STR
in reply to,STR
raw tag,STR
geographic,STR
max rows,INTEGER
row images,INTEGER
thumb size x,INTEGER
thumb size y,INTEGER
sortdirection,STR
galleryimage,STR
parentgallery,INTEGER
showname,STR
showimageid,STR
showcreated,STR
showuser,STR
showhits,STR
showxysize,STR
showfilesize,STR
showfilename,STR
defaultscale,STR
showcategories,STR
target object,STR
day span,INTEGER
include group,STR
watch id,INTEGER
display eachuser,STR
library id,INTEGER
filtered,STR
embed type,STR
year from,INTEGER
year to,INTEGER
license version,STR
license extras,STR
author comments,STR
dependency type,STR
drop css,INTEGER
major version,INTEGER
minor version,INTEGER
patch version,INTEGER
runnable,INTEGER
restricted,INTEGER
fullscreen,INTEGER
embed types,STR
preloaded js,STR
preloaded css,STR
drop library css,STR
semantics,STR
tutorial url,STR
has icon,INTEGER
metadata settings,STR
add to,STR
machine name,STR
h5p major version,INTEGER
h5p minor version,INTEGER
is recommended,INTEGER
screenshots,STR
tutorial,STR
required library id,INTEGER
max score,INTEGER
lon,FLOAT
xsize,INTEGER
ysize,INTEGER
rep id,INTEGER
start page,STR
css file,STR
ord,INTEGER
casesense,STR
rxmod,STR
inviter,STR
emailsubject,STR
emailcontent,STR
wikicontent,STR
wikipageafter,STR
id invite,INTEGER
tran,STR
general,INTEGER
from page,STR
to page,STR
req id,STR
assigned to,STR
accepted requests,INTEGER
longest chat,INTEGER
shortest chat,INTEGER
average chat,INTEGER
last chat,INTEGER
time online,INTEGER
status since,INTEGER
tiki user,STR
operator id,STR
req timestamp,INTEGER
chat started,INTEGER
chat ended,INTEGER
logtype,STR
logmessage,STR
loguser,STR
logip,STR
logclient,STR
logtime,INTEGER
protocol,STR
routing,STR
article topicid,INTEGER
article type,STR
discard after,STR
show inlineimages,STR
save html,STR
respond email,STR
leave email,STR
perm,STR
userlevel,INTEGER
use items icons,STR
parse,STR
security,STR
reminded,STR
is icon,STR
nick,STR
include groups,STR
included id,INTEGER
wiki page name,STR
validate addrs,STR
add to list,STR
is user,STR
included,STR
editions,INTEGER
users,INTEGER
allow user sub,STR
allow any sub,STR
unsub msg,STR
validate addr,STR
allow txt,STR
allow article clip,STR
auto article clip,STR
article clip types,STR
article clip range,INTEGER
empty clip blocks send,STR
poll id,INTEGER
source itemid,STR
target itemid,STR
trigger object type,STR
trigger object id,STR
trigger user,STR
trigger event,STR
recipient object type,STR
recipient object id,STR
points assigned,INTEGER
points balance,INTEGER
reversal of,INTEGER
href,STR
comments locked,STR
output type,STR
output id,INTEGER
biblio code,STR
part,STR
page slug,STR
wiki cache,INTEGER
page rank,FLOAT
segments added,INTEGER
segments removed,INTEGER
segments total,INTEGER
translation bit id,INTEGER
source translation bit,INTEGER
original translation bit,INTEGER
payment received id,INTEGER
payment request id,INTEGER
perspective id,INTEGER
pref,STR
finger#print,STR
approval by,STR
last objecttype,STR
last objectid,STR
vote consideration span,INTEGER
to nickname,STR
received,INTEGER
quiz id,INTEGER
max points,INTEGER
from points,INTEGER
to points,INTEGER
quiz name,STR
times taken,INTEGER
avgpoints,FLOAT
can repeat,STR
store results,STR
questions per page,INTEGER
time limited,STR
time limit,INTEGER
immediate feedback,STR
show answers,STR
shuffle questions,STR
shuffle answers,STR
b deleted,STR
n author,INTEGER
b online,STR
b random questions,STR
n random questions,INTEGER
b limit questions per page,STR
n limit questions per page,INTEGER
b multi session,STR
n can repeat,INTEGER
s grading method,STR
s show score,STR
s show correct answers,STR
s publish stats,STR
b additional questions,STR
b forum,STR
s forum,STR
s prologue,STR
s epilogue,STR
passingperct,INTEGER
rating config id,INTEGER
callbacks,STR
received article id,INTEGER
received from site,STR
received from user,STR
received date,INTEGER
received page id,INTEGER
structure name,STR
parent name,STR
page alias,STR
lasturl,STR
related to,INTEGER
rss ver,STR
rss item id,INTEGER
rss id,INTEGER
show title,STR
show pub date,STR
siteurl,STR
re run,INTEGER
scheduler id,INTEGER
stalled,INTEGER
healed,INTEGER
install date,TIME
reversal event,STR
md5 value,STR
tiki version,STR
silent,STR
feature,STR
invert token,STR
sem name,STR
edition id,INTEGER
tikihost,STR
sheet id,INTEGER
header row,INTEGER
footer row,INTEGER
parse values,STR
cloned sheet id,INTEGER
row index,INTEGER
column index,INTEGER
parent sheet id,INTEGER
tweet id,INTEGER
scheme,STR
arguments,STR
structure id,INTEGER
page ref id,INTEGER
page version,INTEGER
sub id,INTEGER
bibliographical references,STR
sfq id,INTEGER
last taken,INTEGER
tabular id,INTEGER
tracker id,INTEGER
format descriptor,STR
filter descriptor,STR
obj id,STR
todo id,INTEGER
after,INTEGER
perm name,STR
is main,STR
is tbl visible,STR
is hidden,STR
is mandatory,STR
is multilingual,STR
item choices,STR
visible by,STR
editable by,STR
description is parsed,STR
validation param,STR
validation message,STR
last modif by,STR
transition id,INTEGER
preserve,INTEGER
guards,STR
tra id,INTEGER
longurl,STR
longurl hash,STR
user result id,INTEGER
answer upload id,INTEGER
mailin struct id,INTEGER
subj pattern,STR
body pattern,STR
monitor id,INTEGER
parse mode,STR
first,INTEGER
always email,INTEGER
last report,TIME
last version,INTEGER
public for group,STR
rights by creator,STR
belongs to,INTEGER
task version,INTEGER
lasteditor,STR
lastchanges,INTEGER
accepted creator,STR
accepted user,STR
is file,STR
flags public,STR
wstype,STR
schema documentation,STR
engine,STR
group home,STR
users tracker id,INTEGER
group tracker id,INTEGER
users field id,INTEGER
registration choice,STR
registration users field ids,STR
user choice,STR
group def cat,INTEGER
group theme,STR
group color,STR
is external,STR
expire after,INTEGER
email pattern,STR
anniversary,STR
prorate interval,STR
provpass,STR
default group,STR
pass confirm,INTEGER
email confirm,INTEGER
avatar size,INTEGER
avatar file type,STR
avatar lib name,STR
unsuccessful logins,INTEGER
openid url,STR
waiting,STR
jury,INTEGER
l shipdate,TIME
l discount,FLOAT
pred,FLOAT
team id1 wins,INTEGER
team id2 wins,INTEGER
scrap reason id,INTEGER
month/ year,TIME
probehla inzerce mimo penezenku,STR
post type id,INTEGER
owner user id,INTEGER
answer count,INTEGER
favorite count,INTEGER
last editor user id,INTEGER
poker player id,INTEGER
final table made,FLOAT
best finish,FLOAT
money rank,FLOAT
earnings,FLOAT
directorate,STR
mesdot,STR
rokdot,INTEGER
lektk,INTEGER
nemoc,INTEGER
hyptk,INTEGER
rokhyptk,STR
hyplp,INTEGER
rokhyplp,STR
cukrovka,INTEGER
rokcukr,STR
cukrtab,STR
odcutab,STR
docutab,STR
cukrins,STR
odcuins,STR
docuins,STR
ap,INTEGER
si,INTEGER
roksi,STR
mm,STR
rokmm,STR
bdk,INTEGER
rokbdk,STR
rokdus,STR
duschuze,STR
dusbeh,STR
dusrovin,STR
duklid,STR
dusnoc,STR
kurak,STR
kurakbyv,STR
rokprkour,STR
kourlet,STR
cigdenmin,STR
cigden,STR
kourodlet,STR
dymka,STR
pased,STR
pamirna,STR
pavelka,STR
papred,STR
dieta,STR
diecuod,STR
dietukod,STR
jinadie,STR
jinadieod,STR
vahapred,STR
webpage id,STR
region description,STR
mascot,STR
ihsaa class,STR
ihsaa football class,STR
budgeted,INTEGER
total budget percent budgeted,FLOAT
invested,INTEGER
total budget percent invested,FLOAT
budget invested percent,STR
endowment id,INTEGER
donator name,STR
home city,STR
if full time,BINARY
characteristic type code,STR
characteristic type description,STR
color code,STR
color description,STR
product category description,STR
unit of measure,STR
characteristic id,INTEGER
characteristic data type,STR
characteristic name,STR
other characteristic details,STR
typical buying price,STR
typical selling price,STR
other product details,STR
product characteristic value,STR
year join,INTEGER
exhibition id,INTEGER
ticket price,FLOAT
dimensions,STR
dpi,FLOAT
pages per minute color,FLOAT
max page size,STR
interface,STR
area size,FLOAT
number of product category,FLOAT
headquartered city,STR
city population,FLOAT
city area,FLOAT
up votes,INTEGER
down votes,INTEGER
about me,STR
profile image url,STR
discounttype,STR
lowqty,INTEGER
highqty,INTEGER
mountain id,INTEGER
prominence,FLOAT
range,STR
climber id,INTEGER
f23-,FLOAT
f24-,FLOAT
f27-,FLOAT
f29-,FLOAT
f33-,FLOAT
f43+,FLOAT
m22-,FLOAT
m23-,FLOAT
m27-,FLOAT
m29-,FLOAT
m32-,FLOAT
m39+,FLOAT
rank in series,INTEGER
number in season,INTEGER
cinema id,INTEGER
openning year,INTEGER
show times per day,INTEGER
w warehouse sk,INTEGER
w warehouse id,STR
w warehouse name,STR
w warehouse sq ft,INTEGER
w street number,STR
w street name,STR
w street type,STR
w suite number,STR
w county,STR
w country,STR
w gmt offset,FLOAT
first goal,INTEGER
winning goal,INTEGER
shotson targetincgoals,INTEGER
saves made,INTEGER
time played,INTEGER
position id,INTEGER
starts,INTEGER
substitute on,INTEGER
substitute off,INTEGER
shots off targetincwoodwork,INTEGER
penalties taken,INTEGER
penalty goals,INTEGER
penalties saved,INTEGER
penalties off target,INTEGER
penalties not scored,INTEGER
direct freekick goals,INTEGER
direct freekick on target,INTEGER
direct freekick off target,INTEGER
blocked direct freekick,INTEGER
goalsfrom inside box,INTEGER
shots onfrom inside box,INTEGER
shots offfrom inside box,INTEGER
blocked shotsfrom inside box,INTEGER
goalsfrom outside box,INTEGER
shots on target outside box,INTEGER
shots off target outside box,INTEGER
blocked shots outside box,INTEGER
headed goals,INTEGER
headed shots on target,INTEGER
headed shots off target,INTEGER
headed blocked shots,INTEGER
left foot goals,INTEGER
left foot shots on target,INTEGER
left foot shots off target,INTEGER
left foot blocked shots,INTEGER
right foot goals,INTEGER
right foot shots on target,INTEGER
right foot shots off target,INTEGER
right foot blocked shots,INTEGER
other goals,INTEGER
other shots on target,INTEGER
other shots off target,INTEGER
other blocked shots,INTEGER
shots clearedoff line,INTEGER
shots clearedoff line inside area,INTEGER
shots clearedoff line outside area,INTEGER
goals open play,INTEGER
goalsfrom corners,INTEGER
goalsfrom throws,INTEGER
goalsfrom direct free kick,INTEGER
goalsfrom set play,INTEGER
goalsfrompenalties,INTEGER
attempts open playontarget,INTEGER
attemptsfrom cornersontarget,INTEGER
attemptsfrom throwsontarget,INTEGER
attemptsfrom direct free kickontarget,INTEGER
attemptsfrom set playontarget,INTEGER
attemptsfrom penaltiesontarget,INTEGER
attempts open playofftarget,INTEGER
attemptsfrom cornersofftarget,INTEGER
attemptsfrom throwsofftarget,INTEGER
attemptsfrom direct free kickofftarget,INTEGER
attemptsfrom set playofftarget,INTEGER
attemptsfrom penaltiesofftarget,INTEGER
goalsasasubstitute,INTEGER
total successful passes all,INTEGER
total unsuccessful passes all,INTEGER
key passes,INTEGER
total successful passes excl crosses corners,INTEGER
total unsuccessful passes excl crosses corners,INTEGER
successful passes own half,INTEGER
unsuccessful passes own half,INTEGER
successful passes opposition half,INTEGER
unsuccessful passes opposition half,INTEGER
successful passes defensivethird,INTEGER
unsuccessful passes defensivethird,INTEGER
successful passes middlethird,INTEGER
unsuccessful passes middlethird,INTEGER
successful passes finalthird,INTEGER
unsuccessful passes finalthird,INTEGER
successful short passes,INTEGER
unsuccessful short passes,INTEGER
successful long passes,INTEGER
unsuccessful long passes,INTEGER
successful flick ons,INTEGER
unsuccessful flick ons,INTEGER
successful crosses corners,INTEGER
unsuccessful crosses corners,INTEGER
corners takeninclshortcorners,INTEGER
corners conceded,INTEGER
successful cornersinto box,INTEGER
unsuccessful cornersinto box,INTEGER
short corners,INTEGER
throw insto own player,INTEGER
throw insto opposition player,INTEGER
successful dribbles,INTEGER
unsuccessful dribbles,INTEGER
successful crosses corners left,INTEGER
unsuccessful crosses corners left,INTEGER
successful crosses left,INTEGER
unsuccessful crosses left,INTEGER
successful corners left,INTEGER
unsuccessful corners left,INTEGER
successful crosses corners right,INTEGER
unsuccessful crosses corners right,INTEGER
successful crosses right,INTEGER
unsuccessful crosses right,INTEGER
successful corners right,INTEGER
unsuccessful corners right,INTEGER
successful long balls,INTEGER
unsuccessful long balls,INTEGER
successful lay offs,INTEGER
unsuccessful lay offs,INTEGER
through ball,INTEGER
successful crosses cornersintheair,INTEGER
unsuccessful crosses cornersintheair,INTEGER
successfulcrossesintheair,INTEGER
unsuccessfulcrossesintheair,INTEGER
successfulopenplaycrosses,INTEGER
unsuccessfulopenplaycrosses,INTEGER
touches,INTEGER
goal assist corner,INTEGER
goal assist free kick,INTEGER
goal assist throw in,INTEGER
goal assist goal kick,INTEGER
goal assist set piece,INTEGER
key corner,INTEGER
key free kick,INTEGER
key throw in,INTEGER
key goal kick,INTEGER
key set pieces,INTEGER
duelswon,INTEGER
duelslost,INTEGER
aerial duelswon,INTEGER
aerial duelslost,INTEGER
ground duelswon,INTEGER
ground duelslost,INTEGER
tackles won,INTEGER
tackles lost,INTEGER
last man tackle,INTEGER
total clearances,INTEGER
headed clearances,INTEGER
other clearances,INTEGER
clearances offthe line,INTEGER
recoveries,INTEGER
total fouls conceded,INTEGER
fouls concededexchandballspens,INTEGER
total fouls won,INTEGER
fouls wonin danger areaincpens,INTEGER
fouls wonnotindangerarea,INTEGER
foul won penalty,INTEGER
handballs conceded,INTEGER
penalties conceded,INTEGER
offsides,INTEGER
yellow cards,INTEGER
red cards,INTEGER
goals conceded,INTEGER
goals conceded inside box,INTEGER
goals conceded outside box,INTEGER
saves madefrom inside box,INTEGER
saves madefrom outside box,INTEGER
savesfrom penalty,INTEGER
catches,INTEGER
punches,INTEGER
drops,INTEGER
crossesnot claimed,INTEGER
gk distribution,INTEGER
gk successful distribution,INTEGER
gk unsuccessful distribution,INTEGER
clean sheets,INTEGER
team cleansheet,INTEGER
errorleadingto goal,INTEGER
errorleadingtoattempt,INTEGER
challenge lost,INTEGER
shots on conceded,INTEGER
shots on conceded inside box,INTEGER
shots on conceded outside box,INTEGER
positionin formation,INTEGER
dispossessed,INTEGER
big chances,INTEGER
big chances faced,INTEGER
pass forward,INTEGER
pass backward,INTEGER
pass left,INTEGER
pass right,INTEGER
unsuccessful ball touch,INTEGER
successful ball touch,INTEGER
take ons overrun,INTEGER
touchesopenplayfinalthird,INTEGER
touchesopenplayoppbox,INTEGER
touchesopenplayoppsixyards,INTEGER
shot eff,FLOAT
id sentence,INTEGER
id term,INTEGER
label time,STR
bulgarian commander,STR
latin commander,STR
lost in battle,INTEGER
ship type,STR
disposition of ship,STR
caused by ship id,INTEGER
census id,INTEGER
plot id,INTEGER
plot census number,STR
quadrat id,INTEGER
census quadrat id,INTEGER
coor id,INTEGER
gx,FLOAT
coid,INTEGER
species id,INTEGER
obsolete species id,INTEGER
sub species id,INTEGER
obsolete sub species id,INTEGER
reversed,INTEGER
change code id,INTEGER
change note,STR
stem id,INTEGER
dbh,FLOAT
hom,FLOAT
tsmid,INTEGER
dbhid,INTEGER
db h att id,INTEGER
data collection id,INTEGER
personnel role id,INTEGER
family id,INTEGER
family,STR
feature type id,INTEGER
short descrip,STR
long descrip,STR
genus id,INTEGER
genus,STR
personnel id,INTEGER
changed table,STR
primary key,STR
changed column,STR
change time,TIME
log m attr history id,INTEGER
measure id,INTEGER
date of change,TIME
description of change,STR
measurement history id,INTEGER
tree id,INTEGER
exact date,TIME
species inv hist id,INTEGER
species inv id,INTEGER
tree history id,INTEGER
change description,STR
measurement type id,INTEGER
m att id,INTEGER
uom,STR
quadrat name,STR
publication title,STR
full reference,STR
dateof publication,TIME
remeasure id,INTEGER
rm att id,INTEGER
plot name,STR
shape of site,STR
description of site,STR
q dim x,FLOAT
q dim y,FLOAT
guom,STR
gzuom,STR
puom,STR
quom,STR
g coor collected,STR
p coor collected,STR
q coor collected,STR
current taxon flag,INTEGER
obsolete taxon flag,INTEGER
species name,STR
mnemonic,STR
sp ref id,INTEGER
specimen id,INTEGER
collector,STR
specimen number,INTEGER
herbarium,STR
voucher,INTEGER
determined by,STR
stem tag,STR
stem description,STR
stem number,INTEGER
sub species name,STR
infra specific level,STR
ts m code,STR
t att id,INTEGER
subspecies,STR
subspecies id,INTEGER
px,FLOAT
id level,STR
subsp mnemonic,STR
subsp authority,STR
field family,STR
lifeform,STR
wsg,FLOAT
species,STR
sub species,STR
trees,INTEGER
density,FLOAT
highest elevation,STR
lowest point,STR
highest point,STR
lowest elevation,STR
lake name,STR
mountain name,STR
mountain altitude,INTEGER
river name,STR
traverse,STR
thumbnail photo file name,STR
large photo file name,STR
ws sold date sk,INTEGER
ws sold time sk,INTEGER
ws ship date sk,INTEGER
ws item sk,INTEGER
ws bill customer sk,INTEGER
ws bill cdemo sk,INTEGER
ws bill hdemo sk,INTEGER
ws bill addr sk,INTEGER
ws ship customer sk,INTEGER
ws ship cdemo sk,INTEGER
ws ship hdemo sk,INTEGER
ws ship addr sk,INTEGER
ws web page sk,INTEGER
ws web site sk,INTEGER
ws ship mode sk,INTEGER
ws warehouse sk,INTEGER
ws promo sk,INTEGER
ws order number,INTEGER
ws quantity,INTEGER
ws wholesale cost,FLOAT
territory description,STR
ss sold date sk,INTEGER
ss sold time sk,INTEGER
ss item sk,INTEGER
ss customer sk,INTEGER
ss cdemo sk,INTEGER
ss hdemo sk,INTEGER
ss addr sk,INTEGER
ss store sk,INTEGER
ss promo sk,INTEGER
ss ticket number,INTEGER
ss quantity,INTEGER
ss wholesale cost,FLOAT
admin name,STR
admin profile,INTEGER
admin pass,STR
prev pass,STR
pwd last change date,TIME
reset token,STR
last login ip,STR
failed logins,INTEGER
lockout expires,INTEGER
last failed attempt,TIME
last failed ip,STR
access date,TIME
page accessed,STR
page parameters,STR
flagged,INTEGER
attention,STR
menu key,STR
language key,STR
page key,STR
main page,STR
page params,STR
display on menu,STR
response text,STR
authorization type,STR
banners open new windows,INTEGER
banners on ssl,INTEGER
banners sort order,INTEGER
categories status,INTEGER
categories description,STR
